,Q2,Q3,Q4,Q6,Q7,Q48,Q49,Q52,Q86,Q87,Q88,Q89,AA,White,Asian,Other,HispY,HispN,DisY,DisN,Under40,Over40,NonSuper,Super,-10YearsFed,11-20YearsFed,+20Fed,Male,Female,Mil,NoMil,dbl_needs_not_met,Outcome
4720,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
4721,4.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4722,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4723,4.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4724,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
4725,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
4726,2.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4727,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4728,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4729,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4730,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4731,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
4732,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4733,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
4734,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4735,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4736,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4737,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
4738,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4739,2.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4740,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4741,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4742,4.0,3.0,4.0,4.0,1.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4743,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4744,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4745,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4746,1.0,4.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
4747,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
4748,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4749,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
4750,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4751,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4752,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4753,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4754,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4755,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
4756,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4758,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4759,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4760,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4761,2.0,1.0,5.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,5.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4762,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
4763,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4764,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4765,1.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4766,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
4767,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4768,1.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,1.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1
4769,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4770,2.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
4771,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0
4772,1.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4773,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4774,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4775,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0
4776,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4777,4.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
4778,2.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4779,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4780,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4781,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4782,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
4783,2.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1
4784,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
4785,1.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
4786,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
4787,3.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4788,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0
4789,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4790,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4791,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4792,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4793,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4794,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4795,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4796,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4797,2.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
4798,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4799,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
4800,2.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4801,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4802,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
4803,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4804,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
4805,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4807,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4808,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
4809,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4810,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4811,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4812,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4813,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4814,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4815,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4816,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4817,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
4818,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
4819,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4820,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
4821,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4822,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4823,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4824,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4825,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
4826,4.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
4827,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4828,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4829,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4830,4.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4831,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4832,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4833,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
4834,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4835,4.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
4836,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4837,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
4838,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
4839,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4840,2.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4841,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4842,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
4843,2.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
4844,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4845,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
4846,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4847,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4848,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4849,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
4850,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
4851,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
4852,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
4853,1.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
4854,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
4855,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
4856,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
4857,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
4858,2.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
4859,2.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4861,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
4862,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4863,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
4864,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4865,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
4866,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
4868,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4869,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
4870,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
4871,3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
