,Q2,Q3,Q4,Q6,Q7,Q48,Q49,Q52,Q86,Q87,Q88,Q89,AA,White,Asian,Other,HispY,HispN,DisY,DisN,Under40,Over40,NonSuper,Super,-10YearsFed,11-20YearsFed,+20Fed,Male,Female,Mil,NoMil,dbl_needs_not_met,Outcome
12821,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12822,3.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
12823,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12824,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12825,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12826,3.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
12827,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12828,1.0,1.0,4.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
12829,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12830,2.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
12831,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
12832,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12833,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
12834,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12835,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
12837,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
12838,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
12839,4.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
12840,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
12841,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
12842,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
12843,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
12844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
12845,2.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12846,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12847,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1
12848,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
12849,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12850,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
12851,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
12852,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12853,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1
12854,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12855,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0
12858,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12859,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
12860,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
12861,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
12862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
12863,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1
12864,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12865,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
12866,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
12867,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
12868,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12869,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12870,3.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
12871,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
12872,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1
12873,2.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
12874,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1
12875,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
12876,3.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
12877,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12878,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
12879,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
12880,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12881,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12882,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12883,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
12884,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12885,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
12886,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1
12888,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12889,2.0,4.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
12890,1.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
12891,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
12892,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1
12893,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
12894,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
12895,1.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12896,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12897,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
12898,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
12899,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12900,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12901,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
12902,4.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12903,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
12904,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
12905,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12906,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12907,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0
12908,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
12909,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12910,2.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
12911,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12912,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12913,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
12914,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
12915,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12916,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
12917,4.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
12918,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
12919,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
12920,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12921,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
12922,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
12923,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
12925,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12926,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
12927,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0
12928,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
12929,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
12930,1.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1
12931,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
12932,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12933,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
12934,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0
12935,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0
12937,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
12938,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0
12939,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1
12940,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
12941,2.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1
12942,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12943,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12944,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
12945,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
12946,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
12947,1.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
12948,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12949,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
12950,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
12951,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12952,1.0,4.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
12953,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
12954,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1
12955,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
12956,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1
12957,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12958,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12959,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12960,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12961,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
12962,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
12963,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
12964,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
12965,2.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,4.0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1
12966,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0
12968,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12969,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
12970,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0
12971,2.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
12972,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0
12973,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
12974,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0
12975,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
